Density,Sonic,Gamma
1370.9995,520.2313,18.8281
1373.5001,517.4203,19.4024
1377.5439,516.6193,19.2595
1378.3796,517.6989,18.6831
1373.8859,518.7611,18.1828
1371.3134,518.4595,17.5866
1371.5106,517.8956,17.2736
1372.08,517.8273,17.2736
1377.9625,518.458,18.1999
1394.2513,520.9088,19.8172
1409.4827,523.8022,20.5835
1417.5034,524.6173,20.6088
1421.1278,522.008,20.6088
1421.152,519.4756,20.3871
1421.045,520.7095,20.0761
1425.2213,523.1897,19.9743
1429.8043,524.6763,19.4126
1415.1185,523.4895,18.1902
1390.5377,520.9468,17.1303
1376.8625,518.1853,16.7302
1375.3606,516.4924,16.7302
1389.7711,515.6264,16.9759
1418.6055,514.1724,17.747
1437.9788,512.6901,18.307
1456.8018,510.7346,18.307
1471.1317,508.2345,18.2175
1457.8467,509.4083,17.9109
1457.5732,513.0591,17.7818
1458.2623,518.6992,17.7084
1470.2698,522.7683,17.7018
1482.9834,524.8219,17.6723
1479.9364,523.5594,17.617
1466.4312,519.9776,17.1299
1447.8036,516.2207,15.8548
1437.4883,512.8201,15.7733
1430.5959,506.2217,15.7733
1427.9178,506.4432,15.874
1406.3058,508.2201,17.1893
1378.1642,510.3522,17.9437
1379.7932,513.7456,18.3092
1383.2793,519.0566,18.493
1395,523.5424,18.493
1392.2188,528.5837,18.493
1374.8708,530.2211,17.5667
1383.2332,526.6927,17.5415
1383.3159,525.1522,17.5415
1382.4659,526.2274,19.3743
1370.5265,528.2927,20.2208
1373.4211,529.6641,20.2874
1369.1471,524.8022,20.2874
1370.0602,520.4352,18.6684
1373.5178,520.2996,17.851
1379.6838,523.4977,17.3517
1379.2545,527.3943,16.8242
1374.739,534.4621,16.7214
1374.6442,537.8628,16.7214
1370.3768,535.566,17.8766
1373.4454,531.9529,18.2283
1368.5188,526.9767,18.2283
1366.272,523.627,17.5828
1367.7135,521.8562,17.3318
1377.7074,521.5509,17.3318
1374.459,522.1982,17.4603
1369.297,523.6855,17.5262
1367.9879,525.5312,17.7464
1371.5852,528.2778,18.3954
1386.5803,531.8254,18.7089
1399.6063,535.7378,19.3504
1411.79,540.019,20.9384
1447.7505,543.6425,23.5124
1519.7838,544.7444,26.4641
1603.8573,543.7532,29.4549
1672.1139,540.887,31.7227
1700.8362,536.5433,32.4701
1696.9064,532.543,32.4851
1673.8108,530.9878,32.4851
1635.647,531.774,32.3972
1586.3074,533.6797,31.723
1538.7865,534.1572,30.8228
1494.48,530.6688,30.1874
1433.417,525.4123,28.4222
1391.641,519.4774,25.7853
1375.194,514.6184,23.3996
1377.0009,513.2766,20.5018
1381.384,514.8124,17.5951
1380.6659,515.6346,15.757
1375.7953,515.7961,15.2155
1372.1086,516.298,15.2155
1370.8901,518.751,15.3271
1369.4723,524.836,16.0282
1372.7106,530.1812,17.7411
1379.2493,534.2681,20.2056
1395.5647,535.3434,23.6494
1429.475,527.7063,27.846
1487.7726,516.8602,28.6345
1548.059,510.2401,29.3479
1554.7113,501.8089,29.2402
1552.9196,498.4183,28.2863
1542.5233,500.3088,26.5047
1527.717,502.5392,25.0588
1486.5575,501.5557,22.2055
1452.5699,507.7177,20.4027
1426.6851,506.4732,19.4533
1405.6663,508.4392,16.4976
1373.8,512.3143,14.2743
1376.7001,508.6736,14.2743
1370.9767,508.8746,14.2743
1373.2198,508.4362,14.2743
1373.0139,507.6915,14.2743
1371.3197,507.6558,15.1566
1367.8878,506.11,15.2195
1364.1549,506.3219,15.2195
1362.2926,507.7348,17.336
1355.3745,507.6219,17.6093
1363.5326,506.5373,17.6097
1368.7964,508.155,17.6097
1373.1373,510.5807,16.5942
1372.8512,513.1953,16.3813
1369.188,515.5754,16.3813
1363.5052,519.7609,16.3813
1361.6439,526.6083,16.3813
1363.4414,534.0226,15.7099
1357.9949,543.4725,14.896
1361.6223,545.3898,14.1647
1363.7227,538.3591,13.8462
1364.0762,522.6548,13.796
1365.7002,515.0374,13.9051
1367.8873,516.0918,14.6778
1371.1075,514.7845,15.9945
1372.4387,512.0876,16.8181
1372.8201,519.4566,17.2246
1372.9827,524.1932,17.3741
1368.7629,521.6658,17.3741
1366.8728,518.8207,17.2387
1369.9272,514.7051,17.1295
1369.6199,512.4778,17.1295
1365.9268,515.0942,17.1295
1366.4392,517.705,17.3157
1370.5044,517.9782,17.512
1370.0417,516.9902,17.512
1367.7281,511.1656,17.4796
1367.248,504.8047,17.4383
1363.7472,502.4399,16.4296
1359.4048,496.4192,14.9582
1358.7427,496.349,14.9572
1360.2396,506.6606,14.9572
1359.1442,512.4137,14.9572
1362.3781,511.7679,14.697
1363.5967,508.2614,14.1469
1361.5468,502.3982,13.8682
1363.0479,499.3688,13.2699
1366.5068,495.9501,13.2699
1367.7766,498.3861,13.9458
1365.743,506.1206,16.1815
1360.6201,520.921,16.7895
1361.62,527.2773,17.1518
1360.265,523.5181,18.2622
1356.9829,517.7082,19.5753
1355.2284,505.1244,20.3027
1362.5227,501.9115,22.1554
1389.6112,503.0585,23.2507
1464.7836,509.1588,23.2507
1524.1481,513.5668,23.2433
1604.2418,501.5423,23.0507
1611.7646,505.4087,21.3769
1575.3721,505.3592,17.3582
1480.5511,505.5392,16.6923
1453.3445,508.7963,16.5011
1474.1,513.9793,16.4243
1530.7289,483.4497,16.3345
1541.0282,469.7707,16.0848
1506.1595,464.2945,16.078
1484.2512,461.7106,16.078
1426.4753,477.8385,16.5045
1412.4993,508.4301,16.7887
1455.912,515.7745,16.8124
1499.1263,518.5368,16.8124
1534.3766,517.2061,16.7823
1502.6725,513.1392,16.7777
1473.599,508.927,16.7777
1445.5105,504.0187,17.6734
1423.78,501.1061,17.8788
1420.5652,499.3901,17.9291
1432.1493,499.1469,17.9428
1444.7163,498.0384,17.9428
1454.448,498.0685,18.0866
1455.2439,500.5975,18.1388
1457.4268,504.838,18.1388
1457.2949,511.0841,18.1388
1461.9529,515.2782,18.1388
1468.4198,515.0654,19.4129
1461.6669,513.1398,21.5808
1450.182,506.6583,22.783
1472.146,503.3618,22.9994
1538.6344,505.0353,22.9994
1572.4707,504.3578,21.697
1549.2789,503.7804,20.0858
1507.7976,504.8997,19.5817
1457.5848,505.7632,19.5817
1436.3191,508.2861,21.4204
1474.0754,511.8295,23.5476
1518.071,513.7689,23.9434
1527.2321,515.1926,24.2081
1522.2042,516.788,24.5103
1515.0529,516.8729,24.5103
1509.371,517.3934,25.8783
1522.3199,518.7144,29.9539
1572.12,516.6129,36.4185
1649.6644,513.2217,44.791
1742.6208,510.8605,51.2076
1867.4458,508.638,52.9715
1945.6702,509.5467,53.2168
1983.1099,514.8524,53.1039
1987.4296,519.384,52.4223
1981.3279,522.6853,49.5364
1951.6947,529.0454,42.7613
1908.4132,527.7427,35.7034
1870.0028,524.2715,30.3244
1823.8239,520.2131,26.9768
1812.4412,513.9566,26.9768
1827.3831,506.0173,27.3707
1856.3857,498.617,29.662
1884.0698,490.7561,32.9676
1916.9141,485.2898,40.1618
1940.3685,486.6878,44.8747
1973.274,493.2101,50.1979
1983.3722,502.5341,53.9149
1978.5791,507.7765,56.165
1962.9336,509.791,56.165
1934.6996,508.1276,56.0439
1922.2393,505.8383,52.4653
1859,506.0325,47.2252
1791.3999,504.5003,43.18
1712.2606,500.1922,37.3761
1670.0127,494.5654,31.5726
1642.9534,489.0937,28.2936
1662.1429,487.4707,25.8275
1649.7991,486.4989,23.5037
1542.7747,482.9861,20.5047
1487.6449,481.7285,19.5199
1448.1101,479.0161,19.4311
1432.7043,475.556,19.4311
1420.7346,480.8204,19.4799
1408.3817,491.0732,19.4892
1397.2455,493.6286,19.4892
1400.2577,498.8176,19.821
1406.1627,498.2213,19.9074
1410.9958,496.4893,20.429
1417.179,502.1554,20.9155
1441.5021,505.4922,21.8652
1469.4739,502.9336,22.533
1519.3193,496.817,22.8369
1602.5703,494.0577,23.9393
1676.7378,493.4484,25.2838
1738.3132,491.8607,26.0632
1787.7415,489.7849,26.2542
1803.3705,493.6755,25.9224
1814.984,498.8979,25.0705
1822.1372,505.635,23.3403
1808.3359,513.2921,22.4234
1787.0764,516.0414,22.4234
1754.5254,514.9988,22.7457
1709.8647,510.3621,23.2306
1662.8661,504.9929,23.5947
1636.948,505.7753,23.7668
1626.1991,508.4299,23.7668
1604.9192,508.846,22.5982
1596.2169,508.8127,20.5676
1602.3866,508.2999,19.7667
1603.2388,509.1381,19.5423
1605.8837,511.7818,19.1004
1603.6278,515.3793,18.0192
1585.1279,517.2498,16.5506
1542.3392,516.5567,16.5506
1503.5129,514.39,17.2742
1512.2112,511.7659,19.3779
1538.0891,510.2781,20.8487
1566.7047,511.1431,21.1565
1565.7991,513.3936,21.1565
1549.5927,513.4614,21.0183
1529.7328,514.1472,20.5043
1509.075,518.0389,20.2008
1476.3752,524.074,20.2008
1458.8899,530.5885,20.303
1464.2677,532.8954,20.7503
1466.4551,530.4225,20.7629
1443.3219,527.0029,20.7629
1403.1545,517.753,20.6476
1381.5676,513.236,19.7626
1363.212,510.9473,19.3563
1366.3751,512.2437,18.6326
1364.5271,517.9649,17.3414
1359.9244,520.6209,16.9804
1365.3081,520.225,16.9906
1365.6302,518.8497,17.3648
1370.1,518.1572,17.8137
1367.6167,519.1931,18.6942
1367.9894,521.6388,20.0528
1367.0399,523.6628,20.2448
1361.7932,528.7009,20.5529
1362.9829,528.4431,20.2745
1366.7534,527.1828,20.2512
1370.4956,530.0482,19.7752
1370.4598,529.4023,17.1837
1372.7402,528.1084,16.4994
1368.8661,530.1956,16.3286
1366.5165,531.8822,16.4239
1367.9895,533.3629,15.9748
1365.7593,534.9656,15.8574
1361.3234,532.0362,15.3067
1356.9259,526.0077,13.9406
1356.126,521.2801,13.5704
1357.2268,518.1287,13.5704
1360.0488,519.8415,12.5939
1358.9503,521.6799,12.2146
1354.3234,523.4246,12.2146
1350.4447,523.6125,12.2146
1350.5763,520.0811,12.2146
1354.2084,519.248,12.8414
1357.7805,522.0574,15.2105
1360.0527,524.6396,17.8167
1362.7582,526.0377,20.9235
1382.683,527.0197,26.4868
1418.1768,530.3868,31.9487
1474.2886,535.8455,36.3883
1512.6523,536.0393,38.6599
1533.146,531.2465,38.992
1565.3187,529.64,40.8514
1627.4869,535.4749,42.5952
1693.6694,543.1236,42.5952
1708.7449,548.6688,39.9732
1672.9971,557.3986,34.3883
1601.3826,563.9175,30.3599
1514.2009,561.352,28.4541
1442.9545,556.1851,27.6649
1410.1909,549.3099,27.6649
1394.0575,542.4718,28.1518
1390.5991,541.3887,29.0421
1384.1918,534.1733,29.0421
1375.9409,519.7693,28.6278
1366.5813,506.5362,27.5959
1363.6007,510.5986,27.3571
1365.2874,517.0895,27.2493
1368.7643,519.7206,26.932
1371.1597,517.3183,26.8894
1369.2351,515.2539,25.5701
1366.5901,514.1311,21.0647
1368.5984,512.855,21.0647
1371.071,512.4286,21.2606
1364.1146,513.6931,22.6237
1364.631,513.0291,24.9069
1371.516,510.7802,27.4942
1406.9199,506.0702,29.9477
1457.2555,501.6393,31.6309
1500.835,498.4729,33.5057
1525.1459,499.9482,35.1463
1554.8215,504.3449,37.7652
1560.7852,514.9785,37.7652
1530.287,520.0727,37.7645
1466.2,522.5413,34.4549
1475.377,523.4666,34.4549
1514.4556,514.3987,34.4549
1556.233,509.0398,35.9878
1630.9174,497.4475,37.2959
1745.6769,491.0461,37.3838
1814.5966,493.7583,37.3838
1789.7543,497.4301,36.4856
1620.1941,506.6167,35.4641
1598.6752,523.4459,33.4142
1655.7214,532.1387,32.8914
1666.3347,547.7808,32.8546
1595.8705,546.7579,32.8546
1561.3052,534.5781,33.4737
1609.3787,513.2927,33.6348
1709.8577,500.6882,33.6348
1724.6036,499.9749,31.527
1683.6508,504.5307,28.868
1674.3667,515.8403,28.1374
1728.7588,533.9412,28.1374
1748.0551,542.5466,29.5166
1769.4023,547.0044,32.5552
1817.2131,555.8409,35.0035
1848.7844,561.8255,35.6885
1866.4576,557.8439,36.1476
1878.6417,548.4941,36.4369
1916.0569,540.574,35.8578
1939.3333,538.3663,33.9615
1917.1431,535.864,32.06
1851.161,532.0379,31.4443
1751.6995,527.4301,31.4443
1646.0884,521.3196,31.638
1606.1366,519.9891,32.8575
1668.8169,519.7483,35.5677
1769.5801,511.444,37.7304
1811.8579,500.5434,38.1613
1807.0276,490.3331,38.1613
1826.7314,482.8861,37.1078
1845.2928,488.1839,34.2751
1869.4594,502.0243,31.0013
1892.5459,519.3456,28.029
1893.282,533.8058,26.5475
1853.0868,539.5108,26.5475
1787.766,541.2979,26.9837
1741.4293,530.3705,28.1879
1703.3878,514.0101,30.934
1660.6295,507.5422,37.0272
1714.0525,500.8553,38.8398
1797.0077,504.302,39.5129
1841.0376,507.8911,39.6461
1813.3601,506.344,40.0122
1744.6104,504.8118,39.4741
1781.683,507.6092,39.2081
1772.4512,522.7672,38.2875
1712.606,535.3231,35.3322
1566.1912,542.5995,31.7952
1467.9777,547.6204,31.7952
1512.6398,542.526,31.8855
1596.8076,538.3495,32.8353
1711.0792,542.0164,32.8353
1697.142,546.0346,32.7504
1624.6687,544.7009,30.6407
1565.2279,535.7307,27.8574
1583.6001,537.4774,27.8574
1561.6439,542.8662,27.8574
1570.9435,554.29,30.1194
1637.0643,572.7094,32.9441
1730.4943,569.7338,36.1863
1847.1132,553.9974,40.62
1950.7244,541.7411,43.0372
2016.2515,535.3116,47.2368
2055.5659,535.9872,52.3249
2067.8008,537.6545,58.1043
2069,532.3771,59.6006
2059.8308,528.3179,59.8584
2036.851,529.4157,59.8844
2020.7999,530.9739,59.7594
2004.624,528.6179,58.4088
2005.2942,524.4549,56.2864
1906.7734,518.0779,55.7497
1855.6899,512.1254,55.096
1849.2881,508.817,54.8584
1837.9519,507.6266,54.8486
1819.5311,510.1494,51.4384
1801.9861,513.943,49.7427
1787.6776,515.365,49.6734
1786.3285,516.7275,49.6734
1816.7162,517.9351,49.6734
1857.7339,518.8618,49.6734
1855.792,520.3522,48.058
1833.8237,522.3387,46.9516
1816.766,524.5756,46.9516
1806.1926,527.6467,47.8823
1802.9098,530.6801,48.6537
1784.9967,532.3804,48.6537
1747.4349,532.5726,47.6253
1710.2413,532.3852,45.2927
1678.6144,533.3554,43.9094
1654.53,535.9193,43.9094
1638.616,541.2863,43.9094
1617.4827,545.7107,43.9094
1589.96,545.0076,44.1076
1567.3257,543.7478,44.4049
1560.8182,543.2755,44.2218
1572.1019,543.1618,44.0821
1597.0724,542.6901,44.5585
1653.3395,541.6247,44.9879
1734.7249,540.4707,45.2824
1796.9791,539.5046,45.4835
1826.8241,538.7701,45.788
1822.0775,538.6486,45.6797
1813.9148,538.4886,45.361
1792.3358,538.0482,45.3762
1750.9341,537.0648,45.4281
1729.6917,535.1591,46.2563
1710.0332,531.2834,49.7085
1705.3715,526.9128,49.7085
1702.0272,521.8601,49.4771
1697.7874,517.4853,47.4467
1688.6731,514.3545,42.6552
1661.4917,515.5416,42.042
1604.6718,522.9465,40.5744
1513.6163,530.5419,36.2459
1401.5474,536.8113,36.2043
1357.9902,539.4284,35.286
1366.5531,542.9243,33.2073
1377.8,546.4813,33.2073
1376.8999,569.1125,31.6299
1370.782,577.5859,28.2305
1365.5757,594.3765,24.157
1367.2115,603.1465,22.3227
1362.2593,608.6461,19.9985
1361.1639,615.0638,18.3157
1361.3721,622.0578,18.1834
1356.5222,627.7298,18.1834
1356.5988,631.7989,18.3232
1356.6147,637.082,20.6046
1360.0444,636.2479,22.6686
1367.3149,635.7825,23.6131
1370.3138,636.9254,25.0432
1371.4141,638.4692,27.7514
1367.5012,639.8346,29.8175
1384.7721,640.6612,30.2401
1409.7206,642.1008,30.2401
1415.7639,643.9944,30.0727
1406.3242,648.0402,27.6607
1370.0802,652.3282,26.7176
1356.6521,653.8018,26.7079
1360.5681,655.8238,26.7129
1368.3799,656.6823,26.7176
1376.2603,655.1565,26.7086
1380.679,658.5155,25.7547
1379.6398,661.0191,23.8373
1369.5745,660.5451,22.0434
1364.1802,661.0381,21.3994
1365.8069,662.6804,21.3994
1366.0065,664.7745,20.7327
1364.1516,665.704,20.1497
1362.037,664.5144,19.9135
1360.3696,661.5938,19.6836
1359.2686,659.7713,19.6836
1358.22,660.9283,20.0468
1355.8153,663.205,20.5182
1354.9099,661.0538,20.6577
1359.7351,657.8177,20.8051
1363.6949,661.7999,20.8135
1362.524,665.9712,20.8037
1364.7362,667.9208,20.9967
1367.4796,666.1121,21.2931
1365.0297,664.4088,21.2952
1361.9686,664.1874,21.6495
1360.0516,666.3052,22.4165
1357.3646,666.9228,22.374
1360.8856,666.1118,22.2646
1358.495,663.9946,22.3021
1360.6567,660.7144,22.5447
1363.672,657.6452,22.9659
1362.8798,655.1857,22.9659
1361.7308,654.0084,22.6345
1362.2166,655.153,21.1915
1362.3829,656.8369,21.1257
1365.7335,659.1021,20.7628
1366.4077,659.8716,20.7628
1364.3698,659.1148,20.5992
1358.3528,657.0903,19.1742
1351.3961,657.153,18.5784
1363.1371,657.9947,18.5784
1370.7751,659.1441,18.632
1367.8081,660.4851,19.909
1368.0974,661.4617,19.909
1367.7,662.434,19.909
1366.1104,663.0062,19.3955
1364.348,663.0689,18.1437
1364.684,663.1367,17.2254
1365.0787,662.7654,16.2873
1366.7682,662.2026,16.2368
1364.6167,661.265,16.2368
1357.342,660.384,16.8747
1357.2921,658.4057,17.5311
1361.0404,656.6017,18.3516
1360.9226,654.8102,19.7357
1361.3834,653.8744,22.1429
1363.2897,654.0762,22.8602
1367.3809,654.1248,24.306
1368.772,654.0406,26.2707
1372.1974,653.9088,29.1081
1386.9121,653.9044,33.6424
1435.5459,654.006,39.7122
1487.3241,654.1823,44.0879
1530.3915,654.4836,46.7625
1541.1949,655.4445,48.9568
1533.6635,657.7123,49.6439
1514.6189,656.6737,49.6439
1491.8936,649.0585,47.8153
1476.6538,638.7025,46.6893
1473.3099,628.0219,46.6123
1480.3689,619.0927,46.1076
1493.3441,614.0573,43.4479
1497.6276,608.1479,40.6256
1485.5543,599.9487,38.634
1464.3105,588.8572,36.5629
1432.9802,574.5835,34.122
1412.026,560.2097,32.631
1400.3967,552.3466,31.594
1385.6593,551.3671,29.2238
1384.051,551.7663,27.3018
1385.6432,554.2612,26.9107
1381.5557,559.0251,27.024
1377.8987,566.6435,27.1847
1371.5247,575.3806,27.2289
1366.6829,582.7337,27.2989
1364.0751,589.3471,27.2585
1362.9001,595.9177,26.8384
1363.3394,605.7309,26.0324
1359.4899,613.3954,25.7914
1356.1167,620.245,25.8931
1359.8416,628.2605,26.5032
1366.0645,636.4969,27.5604
1368.6478,644.6525,28.0546
1365.4935,650.912,28.5739
1361.4441,654.8201,28.4435
1364.1454,658.8716,28.4761
1363.7603,661.7375,28.6492
1364.8719,664.4034,28.7648
1364.7134,664.3262,28.4996
1368.2704,664.2706,28.8718
1372.3359,664.7061,29.2428
1374.7007,664.9896,29.683
1391.3723,665.1495,29.683
1437.9331,665.168,29.6049
1434.6736,664.8417,28.512
1414.879,662.8668,28.512
1387.933,658.2914,28.5227
1368.6006,649.9196,29.2988
1371.6,650.0479,29.315
1369.0344,651.9104,29.315
1360.9752,652.355,29.2993
1363.9417,651.2064,28.8513
1364.8468,648.3636,27.4147
1361.8633,646.6877,27.1596
1365.6807,647.8557,27.1243
1372.0408,647.0629,27.1221
1375.7698,644.1846,27.1221
1374.749,644.2639,27.4
1376.3483,646.863,28.4526
1380.0074,651.0427,29.246
1374.327,652.744,29.8222
1368.6747,650.3576,29.9301
1367.2906,647.9235,30.4249
1371.9888,646.3439,30.5806
1363.6436,645.0198,30.5733
1358.1198,642.8506,29.9558
1361.723,640.4521,29.3143
1363.1532,637.7502,27.9997
1361.8438,635.7714,27.4919
1366.5005,633.9479,27.4919
1384.1703,632.3694,27.8385
1403.802,631.0423,28.7089
1401.5667,629.7376,29.5294
1385.8566,626.4619,30.3483
1382.738,624.6281,31.1092
1409.8918,625.5388,31.9244
1428.5892,627.597,32.3355
1419.111,628.2007,32.3355
1403.9287,626.6483,31.5803
1391.0127,623.3897,30.3147
1372.7278,619.5447,29.4903
1358.774,619.5605,28.4785
1357.0732,623.9033,26.844
1361.7729,627.7928,25.681
1367.6732,628.5483,25.3702
1363.2769,624.7899,25.2372
1357.7394,622.1016,25.3285
1357.9495,627.0954,25.6986
1357.8398,633.344,26.8926
1360.147,638.4067,28.3304
1364.5564,641.3868,28.3304
1362.1687,643.1409,27.9295
1363.4799,645.3836,27.0514
1366.968,650.3696,27.0514
1367.8268,655.1514,27.3968
1368.5065,658.5597,28.3746
1365.6689,660.237,28.461
1360.1476,659.1748,28.4365
1356.6207,657.4771,28.3463
1361.4238,655.3776,28.3677
1370.1832,655.2188,28.3624
1371.1171,658.3311,27.8692
1365.3263,657.5588,27.5838
1363.5842,654.3891,25.6798
1369.3904,652.0944,25.2881
1375.9827,650.581,25.0925
1376.505,650.4318,24.7179
1386.9089,648.4702,24.3638
1414.5018,644.5244,24.2383
1435.6362,636.753,23.8219
1418.6395,627.1276,23.689
1409.7001,620.9147,23.2777
1370.6558,614.252,23.2777
1366.311,606.884,23.2777
1365.7198,602.1524,23.1287
1364.3746,593.0079,23.1225
1362.6318,582.0589,20.4144
1356.0139,564.6318,18.1244
1361.4764,551.7589,16.9902
1362.2881,554.7319,16.5344
1362.9935,560.4791,16.1866
1364.709,564.9944,15.8965
1365.6669,563.7702,16.0924
1365.8813,560.6882,16.1403
1365.4199,566.6825,17.5613
1359.0059,579.4291,18.8677
1356.4567,596.7235,19.9801
1354.0898,605.3447,20.6065
1355.6005,604.64,21.3198
1357.12,601.5952,20.9528
1362.277,607.6485,20.3827
1368.7638,618.0771,18.0954
1370.5305,627.9106,17.117
1369.1583,629.3974,17.117
1365.6836,624.437,17.848
1362.7213,616.3549,18.8469
1361.9,613.2374,19.3222
1364.63,616.7766,19.4032
1363.575,618.6024,19.285
1362.0161,615.5743,18.9427
1365.2881,610.2121,18.7429
1368.7063,606.1161,18.7429
1367.6973,604.5136,19.8976
1364.8625,604.1192,20.9918
1362.7476,604.128,20.9921
1360.3799,604.8876,20.9918
1358.6086,606.777,20.7593
1357.9567,607.8518,20.136
1363.3986,606.2616,19.6976
1370.48,603.8018,19.6976
1367.5822,603.0042,20.3666
1363.6364,607.8302,21.4274
1363.0729,618.716,21.4274
1367.0006,626.5601,21.5015
1371.7042,629.775,21.6495
1374.2557,631.0251,21.8151
1374.9512,631.4632,22.4537
1398.2109,634.0522,23.1436
1460.1486,639.4579,23.309
1509.5304,643.2139,23.4651
1538.1516,638.4569,23.2037
1564.9856,626.9164,23.0814
1595.0272,620.5945,22.9604
1631.6742,610.7384,22.9166
1693.5699,606.1356,22.8717
1761.424,596.2189,22.8804
1750.55,587.8544,22.9308
1677.8615,580.03,22.958
1636.8346,572.1776,23.1702
1611.3208,561.31,23.1702
1591.2379,549.4659,23.1702
1561.063,531.7241,23.1541
1503.8296,511.2646,22.8257
1461.1415,508.3474,22.8298
1434.8,506.1775,23.1296
1423.4,512.939,23.2392
1426.8538,523.9113,23.3678
1402.6324,526.1932,23.9294
1377.5835,521.6914,24.8224
1378.1736,516.6058,24.8651
1397.8048,512.8754,24.8651
1423.8883,511.3945,24.8651
1424.1829,513.6132,23.4927
1411.1476,518.5942,21.8482
1382.4998,521.3532,21.4627
1370.5913,526.0678,20.8129
1369.6959,531.6435,20.6948
1370.9297,530.9057,20.6814
1370.2478,527.7152,19.9799
1374.5627,524.2853,19.7982
1405.6968,522.3022,19.7982
1422.1194,523.2101,21.1745
1428.4983,524.7522,22.0557
1457.2568,527.5358,22.8656
1510.0112,528.4811,23.1814
1567.0652,527.1907,23.7777
1584.7333,522.9592,24.4508
1579.5844,519.4588,24.6526
1565.7491,518.8232,24.6526
1526.9723,520.3708,23.8969
1503.84,520.8101,23.3488
1503.7606,518.4413,23.0658
1506.0204,514.0007,22.9003
1503.0922,509.8108,22.9003
1481.6953,506.6955,23.1629
1440.6381,507.1529,24.3023
1406.199,512.0745,25.4807
1389.4034,518.8671,25.8105
1382.453,522.588,26.4039
1379.3591,521.7411,27.6758
1387.594,520.3079,28.454
1418.0575,518.5168,28.506
1456.8954,518.5032,28.4682
1474.873,522.7497,28.5093
1448.354,529.4648,28.6577
1408.3167,540.2724,28.8239
1382.1456,552.3923,29.2571
1381.6635,558.5294,29.5169
1418.0614,558.8961,29.3922
1434.6996,554.425,28.6752
1439.0718,547.5992,27.411
1408.7501,542.6542,26.9102
1372.6882,546.331,26.9102
1358.431,554.9968,26.9102
1363.7598,563.8641,26.899
1367.7804,571.0266,26.797
1369.9989,567.3398,26.4599
1371.6335,561.9541,25.9137
1373.1307,558.0887,25.0756
1371.7328,560.4076,24.2574
1367.8932,572.1279,24.2509
1362.064,585.1371,24.2278
1363.0765,600.0637,24.2304
1367.7982,599.1498,24.2557
1364.0426,597.2449,24.28
1364.7637,595.4984,25.21
1363.8167,598.2793,25.2771
1360.8159,614.3898,25.6289
1363.1001,623.3783,25.9054
1367.074,626.3229,25.9054
1363.79,625.7069,25.6344
1362.4519,625.8118,25.8943
1364.104,627.0137,25.9054
1365.2195,631.4202,26.9485
1363.7467,636.1812,27.0309
1363.6,641.428,27.0309
1365.1846,644.3925,27.1712
